booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-081950,City Hotel,1,272,2024,August,32,5,2024-08-05,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0
HB-057722,City Hotel,1,219,2024,September,40,30,2024-09-30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0
HB-019954,Resort Hotel,0,0,2024,January,2,9,2024-01-09,1,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,61.0,0,0
HB-077004,City Hotel,0,0,2023,August,34,27,2023-08-27,0,1,0,0.0,0,BB,PRT,Online TA,Direct,1,0,0,F,B,0,No Deposit,,,0,Contract,0.0,0,2
HB-113646,City Hotel,0,34,2025,June,23,6,2025-06-06,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.5,0,1
HB-041701,City Hotel,1,44,2023,August,34,22,2023-08-22,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0
HB-113148,City Hotel,0,36,2025,May,22,30,2025-05-30,0,4,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,135.0,0,0
HB-114025,City Hotel,0,41,2025,June,24,13,2025-06-13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,106.4,0,1
HB-061189,City Hotel,1,12,2024,December,49,3,2024-12-03,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,89.59,0,0
HB-008737,Resort Hotel,0,364,2024,October,41,12,2024-10-12,0,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0
HB-032452,Resort Hotel,0,1,2025,January,4,26,2025-01-26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-090996,City Hotel,0,3,2024,June,24,12,2024-06-12,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.33,0,0
HB-066012,City Hotel,1,164,2025,April,15,13,2025-04-13,0,1,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,160.2,0,2
HB-093120,City Hotel,0,84,2024,July,29,15,2024-07-15,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,121.5,0,2
HB-023870,Resort Hotel,0,294,2024,June,25,21,2024-06-21,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,1
HB-000940,Resort Hotel,0,6,2023,August,32,7,2023-08-07,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,211.0,0,1
HB-113946,City Hotel,0,155,2025,June,24,12,2025-06-12,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,1,0
HB-002538,Resort Hotel,0,19,2023,October,42,21,2023-10-21,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,208.0,,0,Transient-Party,70.0,0,0
HB-077448,City Hotel,0,0,2023,October,41,15,2023-10-15,0,0,0,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,,,0,Transient,0.0,0,0
HB-095186,City Hotel,0,12,2024,August,33,13,2024-08-13,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,1,1
HB-112981,City Hotel,0,67,2025,May,22,29,2025-05-29,1,2,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.1,0,0
HB-065098,City Hotel,1,256,2025,March,13,24,2025-03-24,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0
HB-044743,City Hotel,1,174,2023,October,41,10,2023-10-10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0
HB-096163,City Hotel,0,20,2024,August,35,29,2024-08-29,1,0,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,85.0,0,1
HB-058069,City Hotel,1,275,2024,October,40,5,2024-10-05,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0
HB-080136,City Hotel,0,2,2023,November,45,11,2023-11-11,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,F,F,0,No Deposit,,139.0,0,Transient,95.0,0,1
HB-003778,Resort Hotel,1,5,2024,January,1,4,2024-01-04,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,68.0,0,0
HB-083023,City Hotel,0,1,2024,January,2,13,2024-01-13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,80.0,0,0
HB-049143,City Hotel,0,101,2024,April,14,6,2024-04-06,0,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.3,0,1
HB-059769,City Hotel,1,166,2024,November,44,1,2024-11-01,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0
HB-109653,City Hotel,0,110,2025,April,15,9,2025-04-09,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,1
HB-011656,Resort Hotel,1,41,2025,May,21,25,2025-05-25,0,1,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,121.0,0,1
HB-036737,Resort Hotel,0,388,2025,May,21,25,2025-05-25,0,3,1,0.0,0,BB,CN,Groups,TA/TO,0,0,0,E,E,1,No Deposit,96.0,,0,Transient-Party,72.0,0,0
HB-046624,City Hotel,1,11,2024,January,2,12,2024-01-12,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.6,0,0
HB-117439,City Hotel,0,0,2025,August,31,3,2025-08-03,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,125.1,0,1
HB-052284,City Hotel,0,148,2024,June,22,2,2024-06-02,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient-Party,100.8,0,0
HB-040564,City Hotel,1,117,2023,August,31,1,2023-08-01,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-070875,City Hotel,1,149,2025,June,26,24,2025-06-24,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,130.0,0,0
HB-079855,City Hotel,1,34,2023,December,49,8,2023-12-08,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0
HB-003898,Resort Hotel,1,72,2024,February,6,6,2024-02-06,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
HB-063356,City Hotel,1,28,2025,February,6,9,2025-02-09,1,3,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.32,0,0
HB-020006,Resort Hotel,0,17,2024,May,18,2,2024-05-02,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0
HB-113184,City Hotel,0,132,2025,May,22,29,2025-05-29,1,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,213.0,0,2
HB-038956,Resort Hotel,0,6,2025,August,31,2,2025-08-02,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,,0,Transient,210.0,0,2
HB-022391,Resort Hotel,0,41,2024,March,12,24,2024-03-24,0,2,2,0.0,0,BB,CIV,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Group,72.0,0,1
HB-036302,Resort Hotel,0,2,2025,May,20,13,2025-05-13,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,95.33,1,1
HB-036816,Resort Hotel,0,203,2025,May,21,25,2025-05-25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,58.2,0,0
HB-012755,Resort Hotel,1,123,2025,July,29,15,2025-07-15,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,212.0,0,1
HB-051753,City Hotel,1,158,2024,May,21,24,2024-05-24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0
HB-115245,City Hotel,0,462,2025,July,27,1,2025-07-01,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,2
HB-041033,City Hotel,0,1,2023,August,32,11,2023-08-11,0,2,2,2.0,0,SC,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Contract,162.0,1,0
HB-058920,City Hotel,1,65,2024,October,42,17,2024-10-17,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,2
HB-093967,City Hotel,0,82,2024,July,30,24,2024-07-24,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,67.83,0,0
HB-053435,City Hotel,1,58,2024,June,25,20,2024-06-20,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.4,0,0
HB-009258,Resort Hotel,1,211,2024,November,45,5,2024-11-05,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,30.0,0,0
HB-031627,Resort Hotel,0,58,2024,December,1,30,2024-12-30,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,208.33,0,1
HB-009225,Resort Hotel,1,44,2024,November,44,3,2024-11-03,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,1
HB-043107,City Hotel,0,14,2023,September,37,15,2023-09-15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,96.0,0,1
HB-061576,City Hotel,1,185,2024,December,51,16,2024-12-16,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,103.5,0,0
HB-007049,Resort Hotel,1,15,2024,July,29,18,2024-07-18,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,194.0,0,0
HB-064725,City Hotel,1,92,2025,March,11,15,2025-03-15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,85.0,0,0
HB-093595,City Hotel,0,226,2024,July,30,22,2024-07-22,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,96,Transient-Party,76.5,0,1
HB-028764,Resort Hotel,0,0,2024,October,41,11,2024-10-11,0,1,2,0.0,0,BB,GBR,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,60.0,0,0
HB-070137,City Hotel,1,101,2025,June,24,10,2025-06-10,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,184.63,0,0
HB-084689,City Hotel,0,116,2024,February,9,28,2024-02-28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,134.0,,0,Transient-Party,76.0,0,0
HB-069444,City Hotel,1,55,2025,May,22,31,2025-05-31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-008186,Resort Hotel,0,336,2024,September,37,15,2024-09-15,2,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0
HB-100084,City Hotel,0,26,2024,October,43,21,2024-10-21,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,2
HB-020365,Resort Hotel,0,1,2024,January,3,21,2024-01-21,2,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,63.6,0,0
HB-090105,City Hotel,0,9,2024,May,22,31,2024-05-31,0,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,110.15,1,0
HB-088045,City Hotel,0,63,2024,April,17,25,2024-04-25,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.87,0,1
HB-117063,City Hotel,0,28,2025,July,30,26,2025-07-26,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0
HB-088589,City Hotel,0,103,2024,May,18,5,2024-05-05,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.88,0,1
HB-011820,Resort Hotel,1,411,2025,May,22,31,2025-05-31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0
HB-015625,Resort Hotel,1,243,2023,September,36,4,2023-09-04,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient-Party,110.7,0,1
HB-044181,City Hotel,1,164,2023,October,40,2,2023-10-02,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0
HB-008885,Resort Hotel,1,41,2024,October,42,18,2024-10-18,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,63.67,0,1
HB-058046,City Hotel,1,259,2024,October,40,5,2024-10-05,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,22.0,,0,Transient,89.0,0,0
HB-073510,City Hotel,1,138,2025,August,34,24,2025-08-24,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1
HB-099511,City Hotel,0,268,2024,October,41,9,2024-10-09,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,27.0,,0,Transient-Party,80.75,0,0
HB-099493,City Hotel,0,1,2024,October,41,13,2024-10-13,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,99.0,0,0
HB-101297,City Hotel,0,45,2024,November,45,7,2024-11-07,1,2,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,147.6,0,0
HB-102426,City Hotel,0,21,2024,November,48,25,2024-11-25,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,104.0,0,2
HB-021556,Resort Hotel,0,17,2024,March,9,3,2024-03-03,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,80.0,0,0
HB-075187,City Hotel,1,292,2023,August,31,5,2023-08-05,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-050169,City Hotel,1,45,2024,April,17,24,2024-04-24,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,128.56,0,0
HB-107556,City Hotel,0,20,2025,March,11,13,2025-03-13,1,1,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,254.0,,0,Transient-Party,178.0,0,0
HB-113091,City Hotel,0,156,2025,May,22,29,2025-05-29,1,3,1,1.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,108.0,0,1
HB-117756,City Hotel,0,119,2025,August,32,6,2025-08-06,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,124.0,0,1
HB-087136,City Hotel,0,77,2024,April,15,11,2024-04-11,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-084083,City Hotel,0,22,2024,February,7,13,2024-02-13,2,4,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,91.0,0,0
HB-091522,City Hotel,0,53,2024,June,25,21,2024-06-21,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.1,0,0
HB-109044,City Hotel,0,8,2025,April,14,5,2025-04-05,0,1,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.0,0,0
HB-060548,City Hotel,1,20,2024,November,46,14,2024-11-14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,2
HB-057222,City Hotel,1,110,2024,September,38,21,2024-09-21,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1
HB-106432,City Hotel,0,2,2025,February,9,24,2025-02-24,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.0,0,1
HB-092104,City Hotel,0,124,2024,June,26,27,2024-06-27,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,158.95,0,2
HB-076977,City Hotel,0,0,2023,August,33,19,2023-08-19,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,124.0,0,0
HB-042901,City Hotel,1,38,2023,September,37,11,2023-09-11,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,100.0,0,0
HB-111204,City Hotel,0,190,2025,May,19,7,2025-05-07,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,94.59,0,1
HB-117914,City Hotel,0,1,2025,August,33,11,2025-08-11,0,1,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,230.0,0,0
HB-107112,City Hotel,0,137,2025,March,10,6,2025-03-06,1,1,3,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,F,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1
HB-078880,City Hotel,0,34,2023,October,42,16,2023-10-16,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,104.85,0,0
HB-107022,City Hotel,0,2,2025,March,10,5,2025-03-05,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,82.08,0,0
HB-051495,City Hotel,1,211,2024,May,21,20,2024-05-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0
HB-084134,City Hotel,0,8,2024,February,8,19,2024-02-19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0
HB-095744,City Hotel,0,156,2024,August,34,21,2024-08-21,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,1,0
HB-063060,City Hotel,1,76,2025,January,5,28,2025-01-28,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0
HB-050371,City Hotel,1,123,2024,April,18,29,2024-04-29,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.3,0,0
HB-037320,Resort Hotel,0,100,2025,June,24,10,2025-06-10,2,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,132.5,0,1
HB-118487,City Hotel,0,236,2025,August,33,17,2025-08-17,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,130.28,1,2
HB-048794,City Hotel,0,88,2024,March,13,30,2024-03-30,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.45,0,1
HB-043526,City Hotel,1,75,2023,September,38,19,2023-09-19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-013991,Resort Hotel,0,20,2024,November,44,2,2024-11-02,0,2,1,0.0,0,BB,PRT,Corporate,Direct,0,1,1,A,A,0,No Deposit,,39.0,0,Transient,40.0,0,0
HB-051696,City Hotel,1,158,2024,May,21,24,2024-05-24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0
HB-118189,City Hotel,0,156,2025,August,32,10,2025-08-10,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,159.0,,0,Transient,91.75,0,1
HB-016771,Resort Hotel,1,221,2023,October,41,10,2023-10-10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0
HB-069417,City Hotel,1,186,2025,May,22,30,2025-05-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0
HB-015673,Resort Hotel,1,468,2024,May,19,12,2024-05-12,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,249.0,,0,Transient-Party,0.0,0,0
HB-008098,Resort Hotel,1,60,2024,September,37,11,2024-09-11,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,127.75,0,1
HB-025947,Resort Hotel,0,0,2024,July,28,14,2024-07-14,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,158.86,0,0
HB-054256,City Hotel,1,12,2024,July,28,10,2024-07-10,2,1,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,0
HB-066096,City Hotel,1,17,2025,April,16,14,2025-04-14,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,0
HB-080636,City Hotel,0,52,2023,November,46,19,2023-11-19,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,60.0,0,0
HB-090001,City Hotel,0,2,2024,May,22,30,2024-05-30,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,0
HB-046845,City Hotel,0,15,2024,January,3,21,2024-01-21,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,86.0,1,1
HB-095223,City Hotel,0,98,2024,August,33,14,2024-08-14,2,1,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,102.56,0,2
HB-073121,City Hotel,1,507,2025,August,33,15,2025-08-15,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-043452,City Hotel,0,74,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0
HB-104406,City Hotel,0,61,2025,January,2,8,2025-01-08,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.0,0,0
HB-063404,City Hotel,1,10,2025,February,7,10,2025-02-10,4,11,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,98.49,0,0
HB-041350,City Hotel,0,6,2023,August,33,14,2023-08-14,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,93.2,0,0
HB-063325,City Hotel,1,0,2025,February,6,9,2025-02-09,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0,0
HB-061282,City Hotel,1,56,2024,December,49,7,2024-12-07,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,0
HB-109436,City Hotel,0,74,2025,April,15,9,2025-04-09,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1
HB-033699,Resort Hotel,0,48,2025,February,9,28,2025-02-28,0,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,49.74,0,1
HB-021757,Resort Hotel,0,0,2024,March,10,7,2024-03-07,1,1,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,1
HB-089028,City Hotel,0,54,2024,May,20,13,2024-05-13,2,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.45,0,1
